No.,Topic,Source,Question,Choices,Answer,Explanation,Difficulty
2727,Data Science,Intellipaat,How does Data Science differ from traditional programming?,"a) Focuses on insights vs. software execution, b) Uses only coding, c) Avoids data, d) Same purpose",a,Data Science extracts insights from data; traditional programming builds deterministic software.,
2728,Machine Learning,Intellipaat,What is a key difference between supervised and unsupervised learning?,"a) Labeled vs. unlabeled data, b) Clustering vs. regression, c) Both use labels, d) No difference",a,Supervised uses labeled data for prediction; unsupervised finds patterns in unlabeled data.,
2729,Data Science,Intellipaat,Why is R preferred for data visualization?,"a) Offers ggplot2 and interactivity, b) Limited plotting, c) Slow rendering, d) No customization",a,ggplot2’s grammar of graphics and flexibility make R powerful for visualizations.,
2730,Data Science,Intellipaat,Which library is used for numerical computing in Python?,"a) NumPy, b) Matplotlib, c) Seaborn, d) Keras",a,NumPy supports arrays and mathematical operations essential for data science.,
2731,Statistics,Intellipaat,What does the Poisson distribution model?,"a) Rare events in a fixed interval, b) Continuous data, c) Binary outcomes, d) Normal spread",a,"Models the frequency of independent events over time or space, e.g., call arrivals.",
2732,Statistics,Intellipaat,What defines a normal distribution?,"a) Bell-shaped with equal mean and median, b) Skewed left, c) Jumbled data, d) Binary spread",a,"Symmetric, bell-shaped curve with no bias, mean = median.",
2733,Machine Learning,Intellipaat,What is deep learning?,"a) Neural networks mimicking the brain, b) Simple regression, c) Clustering only, d) Rule-based",a,Uses multi-layered neural networks to learn complex patterns from data.,
2734,Machine Learning,Intellipaat,What is a Convolutional Neural Network (CNN) designed for?,"a) Visual data analysis, b) Sequential data, c) Text prediction, d) Feature reduction",a,CNNs excel at processing images/videos via convolutional layers for feature extraction.,
2735,Machine Learning,Intellipaat,What is a Recurrent Neural Network (RNN) used for?,"a) Sequential data patterns, b) Image classification, c) Static data, d) Dimension reduction",a,RNNs handle time series or sequences by retaining contextual info from prior computations.,
2736,Data Science,Intellipaat,What causes selection bias?,"a) Non-representative sampling, b) Random sampling, c) Large datasets, d) Feature selection",a,"Occurs when the sample doesn’t reflect the population, skewing results.",
2737,Data Science,Intellipaat,Why is Python preferred over R for text analytics?,"a) Faster with Pandas, b) Slower execution, c) Limited libraries, d) No text tools",a,Python’s Pandas offers high-performance text analysis capabilities.,
2738,Data Science,Intellipaat,What is the primary goal of data cleaning?,"a) Fix inaccurate or incomplete data, b) Increase dataset size, c) Cluster data, d) Predict labels",a,"Removes errors, duplicates, or missing values to improve data quality.",
2739,Data Science,Intellipaat,What is a recommender system’s purpose?,"a) Predict user preferences, b) Reduce features, c) Cluster data, d) Analyze hardware",a,Forecasts user ratings or preferences for items based on behavior or content.,
2740,Machine Learning,Intellipaat,What is gradient descent used for?,"a) Minimize a cost function, b) Maximize accuracy, c) Cluster data, d) Reduce dimensions",a,Iteratively adjusts parameters to find the local minimum of a loss function.,
2741,Data Science,Intellipaat,Which skill is NOT essential for a Data Scientist?,"a) NumPy arrays, b) Pandas DataFrames, c) Tableau, d) Hardware design",d,Hardware design is unrelated; others are key data science tools and skills.,
2742,Machine Learning,Intellipaat,What is TensorFlow?,"a) Open-source ML framework, b) Visualization tool, c) Data cleaning library, d) Statistical package",a,Google’s TensorFlow supports building and training machine learning models.,
2743,Machine Learning,Intellipaat,What does dropout achieve in neural networks?,"a) Reduces overfitting, b) Increases complexity, c) Speeds up training, d) Clusters data",a,"Randomly drops units to prevent over-reliance on specific nodes, reducing overfitting.",
2744,Machine Learning,Intellipaat,Which is NOT a deep learning framework?,"a) TensorFlow, b) PyTorch, c) Pandas, d) Keras",c,Pandas is for data manipulation; others are deep learning frameworks.,
2745,Machine Learning,Intellipaat,Which neural network type is best for sequential data?,"a) RNN, b) CNN, c) Feedforward, d) GAN",a,RNNs excel at sequential data by maintaining memory of past inputs.,
2746,Machine Learning,Intellipaat,What does an ROC curve plot?,"a) TPR vs. FPR, b) Precision vs. recall, c) Error vs. variance, d) Bias vs. complexity",a,Receiver Operating Characteristic shows true positive rate vs. false positive rate trade-off.,
2747,Machine Learning,Intellipaat,What is a decision tree used for?,"a) Classification and regression, b) Clustering only, c) Dimension reduction, d) Rewards optimization",a,Supervised algorithm for both categorical and continuous predictions via tree structure.,
2748,Machine Learning,Intellipaat,What forms the basis of a random forest model?,"a) Multiple decision trees, b) Single tree, c) Linear regression, d) Clusters",a,Combines many decision trees to improve accuracy and robustness.,
2749,Statistics,Intellipaat,"Given P(Aman)=1/8 and P(Mohan)=5/12, what’s P(at least one selected)?","a) 47/96, b) 5/96, c) 1/2, d) 13/24",a,P(A ∪ B) = P(A) + P(B) - P(A ∩ B) = 1/8 + 5/12 - (1/8 * 5/12) = 47/96.,
2750,Data Science,Intellipaat,How does data modeling differ from database design?,"a) Conceptual vs. detailed design, b) Same process, c) Clustering vs. prediction, d) Hardware focus",a,Modeling is conceptual; design includes logical/physical database details.,
2751,Machine Learning,Intellipaat,What does precision measure in classification?,"a) Correct positive predictions, b) All positives, c) Correct negatives, d) Total accuracy",a,"Precision = TP/(TP+FP), focusing on the accuracy of positive predictions.",
2752,Machine Learning,Intellipaat,What does recall measure in classification?,"a) Correct positives over actual positives, b) Correct positives over predicted positives, c) Negatives, d) Errors",a,"Recall = TP/(TP+FN), measuring how many actual positives are identified.",
2753,AI Basics,Intellipaat,What is the primary goal of Artificial Intelligence?,"a) Mimic human intelligence, b) Automate hardware, c) Reduce data size, d) Cluster information",a,"AI aims to replicate human cognitive abilities like reasoning, learning, and problem-solving.",
2754,Machine Learning,Intellipaat,Which AI subfield focuses on systems learning from data?,"a) Machine Learning, b) Robotics, c) Expert Systems, d) Computer Vision",a,Machine Learning enables systems to improve performance by learning patterns from data.,
2755,AI Basics,Intellipaat,What distinguishes weak AI from strong AI?,"a) Task-specific vs. general intelligence, b) Slow vs. fast processing, c) Data vs. no data, d) Hardware focus",a,"Weak AI handles specific tasks (e.g., Siri); strong AI aims for human-like general intelligence.",
2756,Machine Learning,Intellipaat,What is the role of a loss function in AI model training?,"a) Measures prediction error, b) Clusters data, c) Reduces features, d) Increases accuracy",a,"Loss function quantifies the difference between predicted and actual outcomes, guiding optimization.",
2757,Deep Learning,Intellipaat,What is the main advantage of deep learning over traditional ML?,"a) Automatic feature extraction, b) Faster training, c) Less data needed, d) Simpler models",a,"Deep learning learns features directly from raw data, reducing manual engineering.",
2758,AI Basics,Intellipaat,Which is NOT a common application of AI?,"a) Self-driving cars, b) Weather prediction, c) Manual labor, d) Fraud detection",c,"AI automates cognitive tasks, not physical manual labor.",
2759,Machine Learning,Intellipaat,What does overfitting indicate in an AI model?,"a) Model fits training data too closely, b) Underperforms on training, c) Ignores features, d) Clusters poorly",a,"Overfitting means the model learns noise in training data, failing to generalize to new data.",
2760,Deep Learning,Intellipaat,What is the purpose of a hidden layer in a neural network?,"a) Learn complex patterns, b) Store input data, c) Reduce dimensions, d) Predict outputs directly",a,Hidden layers transform inputs to capture intricate relationships in data.,
2761,AI Basics,Intellipaat,What is an expert system in AI?,"a) Rule-based knowledge system, b) Neural network, c) Clustering algorithm, d) Reinforcement agent",a,Expert systems use predefined rules to mimic human expertise in specific domains.,
2762,Machine Learning,Intellipaat,Which algorithm is best for binary classification?,"a) Logistic Regression, b) K-Means, c) PCA, d) Apriori",a,Logistic Regression predicts probabilities for two-class outcomes effectively.,
2763,Deep Learning,Intellipaat,What does backpropagation do in neural network training?,"a) Updates weights using gradients, b) Clusters data, c) Reduces features, d) Normalizes inputs",a,"Backpropagation calculates gradients of the loss to adjust weights, optimizing the model.",
2764,NLP,Intellipaat,What is tokenization in Natural Language Processing?,"a) Splitting text into units, b) Translating languages, c) Clustering words, d) Reducing dimensions",a,Tokenization breaks text into words or subwords for further processing.,
2765,Machine Learning,Intellipaat,What is the purpose of regularization in AI models?,"a) Prevent overfitting, b) Increase speed, c) Cluster data, d) Enhance feature selection",a,"Regularization (e.g., L1, L2) penalizes complex models to improve generalization.",
2766,Deep Learning,Intellipaat,Which layer type is unique to Convolutional Neural Networks (CNNs)?,"a) Convolutional, b) Dense, c) Recurrent, d) Dropout",a,"Convolutional layers extract spatial features (e.g., edges) from input data like images.",
2767,Reinforcement Learning,Intellipaat,What drives decision-making in reinforcement learning?,"a) Reward maximization, b) Feature reduction, c) Data clustering, d) Linear prediction",a,RL agents learn by maximizing cumulative rewards through trial and error.,
2768,AI Basics,Intellipaat,What is the Turing Test used to evaluate?,"a) Machine intelligence, b) Processing speed, c) Data storage, d) Clustering accuracy",a,Tests if a machine can exhibit human-like intelligence indistinguishable from a human.,
2769,Machine Learning,Intellipaat,"What does the term ""epoch"" refer to in AI training?","a) One pass through all data, b) Single prediction, c) Feature selection, d) Model evaluation",a,An epoch is one full iteration over the training dataset during model optimization.,
2770,Deep Learning,Intellipaat,Why are GPUs preferred for deep learning?,"a) Parallel processing power, b) Larger memory, c) Simpler code, d) Lower cost",a,GPUs handle the massive parallel computations required by neural networks efficiently.,
2771,NLP,Intellipaat,What does a word embedding represent in NLP?,"a) Numerical vector of word meaning, b) Word frequency, c) Sentence length, d) Cluster label",a,"Embeddings (e.g., Word2Vec) map words to vectors capturing semantic relationships.",
2772,Machine Learning,Intellipaat,What is the bias term in a neural network?,"a) Adjusts output flexibility, b) Reduces variance, c) Clusters data, d) Drops features",a,"Bias shifts the activation function, allowing better fit to data patterns.",
2773,AI Basics,Intellipaat,Which AI approach mimics biological evolution?,"a) Genetic Algorithms, b) Neural Networks, c) Decision Trees, d) SVM",a,"Genetic algorithms use selection, crossover, and mutation to evolve solutions.",
2774,Deep Learning,Intellipaat,What is the vanishing gradient problem?,"a) Gradients shrink during backpropagation, b) Overlarge gradients, c) No learning, d) Fast convergence",a,"Small gradients in deep networks hinder weight updates, slowing or stopping learning.",
2775,Reinforcement Learning,Intellipaat,What is a Q-table used for in reinforcement learning?,"a) Stores action-value estimates, b) Clusters states, c) Reduces features, d) Predicts rewards",a,"Q-table maps state-action pairs to expected rewards, guiding agent decisions.",
2776,Machine Learning,Intellipaat,What does early stopping prevent in model training?,"a) Overfitting, b) Underfitting, c) Slow convergence, d) Feature loss",a,"Stops training when validation performance plateaus, avoiding overfit to training data.",
2777,NLP,Intellipaat,What is the purpose of a language model in NLP?,"a) Predict next word or sequence, b) Cluster text, c) Reduce dimensions, d) Translate languages",a,"Language models (e.g., GPT) estimate probabilities of word sequences for generation tasks.",
2778,Deep Learning,Intellipaat,What is a Long Short-Term Memory (LSTM) unit designed to address?,"a) Long-term dependencies, b) Image features, c) Fast training, d) Clustering",a,"LSTMs in RNNs retain information over long sequences, solving vanishing gradient issues.",
2779,AI Basics,Intellipaat,What is heuristic search in AI?,"a) Guided problem-solving, b) Random search, c) Data clustering, d) Feature extraction",a,"Uses rules of thumb to efficiently find solutions in complex problem spaces (e.g., A* algorithm).",
2780,Machine Learning,Intellipaat,Which metric is NOT typically used for regression models?,"a) RMSE, b) Precision, c) MAE, d) R-squared",b,"Precision is for classification; RMSE, MAE, and R² evaluate continuous predictions.",
2781,Deep Learning,Intellipaat,What is the role of pooling layers in CNNs?,"a) Reduce spatial dimensions, b) Increase complexity, c) Predict outputs, d) Normalize data",a,"Pooling (e.g., max pooling) downsamples feature maps, reducing computation and overfitting.",
2782,Reinforcement Learning,Intellipaat,What is the exploration-exploitation trade-off?,"a) Balancing new vs. known actions, b) Speed vs. accuracy, c) Data vs. no data, d) Feature selection",a,Agents must explore new options or exploit known rewards to optimize long-term gains.,
2783,NLP,Intellipaat,What does BLEU score evaluate in NLP?,"a) Translation quality, b) Clustering accuracy, c) Feature importance, d) Model speed",a,Bilingual Evaluation Understudy measures similarity between machine and human translations.,
2784,Machine Learning,Intellipaat,What is the purpose of a validation set in AI training?,"a) Tune hyperparameters, b) Train the model, c) Test final accuracy, d) Cluster data",a,Validation set helps optimize model settings without overfitting to the test set.,
2785,Deep Learning,Intellipaat,What does a Generative Adversarial Network (GAN) consist of?,"a) Generator and discriminator, b) Single neural net, c) Clustering layers, d) Regression model",a,GANs pit a generator (creates data) against a discriminator (evaluates it) to improve output.,
2786,AI Basics,Intellipaat,What is the primary focus of computer vision in AI?,"a) Image and video analysis, b) Text generation, c) Reward optimization, d) Data clustering",a,"Computer vision interprets visual data, e.g., object detection or image classification.",
2787,Machine Learning,Intellipaat,What does the learning rate control in gradient descent?,"a) Step size of updates, b) Number of epochs, c) Feature count, d) Cluster size",a,"Determines how large each weight adjustment is; too high risks overshooting, too low slows learning.",
2788,Deep Learning,Intellipaat,What is transfer learning in deep learning?,"a) Using pre-trained models, b) Clustering data, c) Reducing dimensions, d) Random initialization",a,"Leverages pre-trained models (e.g., BERT) to adapt to new tasks with less data.",
2789,Reinforcement Learning,Intellipaat,What is a policy in reinforcement learning?,"a) Strategy for action selection, b) Feature set, c) Loss function, d) Data partition",a,Defines how an agent chooses actions based on states to maximize rewards.,
2790,NLP,Intellipaat,What is named entity recognition (NER) used for?,"a) Identify entities in text, b) Translate languages, c) Cluster sentences, d) Predict next word",a,"NER extracts entities like names, dates, or locations from unstructured text.",
2791,Machine Learning,Intellipaat,What does a high R-squared value indicate in regression?,"a) Good fit to data, b) Poor fit, c) High variance, d) Clustering success",a,R² close to 1 means the model explains most of the variance in the dependent variable.,
2792,Deep Learning,Intellipaat,What is the purpose of an attention mechanism?,"a) Focus on relevant input parts, b) Reduce dimensions, c) Cluster data, d) Increase speed",a,"Attention (e.g., in Transformers) weights important input elements for better processing.",
2793,AI Basics,Intellipaat,Which AI field focuses on human-robot interaction?,"a) Robotics, b) NLP, c) Computer Vision, d) Expert Systems",a,Robotics integrates AI for autonomous movement and interaction in physical environments.,
2794,Machine Learning,Intellipaat,What is the main limitation of k-nearest neighbors (KNN)?,"a) High computational cost, b) Requires labels, c) Poor with small data, d) Noisy features",a,KNN is slow with large datasets as it computes distances for all points at prediction time.,
2795,Deep Learning,Intellipaat,What does a softmax activation function output?,"a) Probability distribution, b) Binary outcome, c) Continuous value, d) Cluster label",a,"Softmax normalizes outputs into probabilities summing to 1, used in multi-class tasks.",
2796,Reinforcement Learning,Intellipaat,What is the Bellman equation used for in RL?,"a) Compute optimal value functions, b) Cluster states, c) Reduce features, d) Normalize rewards",a,Balances immediate and future rewards to determine the best action-value estimates.,
2797,NLP,Intellipaat,What does perplexity measure in a language model?,"a) Prediction uncertainty, b) Translation accuracy, c) Clustering quality, d) Feature importance",a,Lower perplexity indicates better word prediction; it’s the inverse of probability confidence.,
2798,Machine Learning,Intellipaat,What is the purpose of feature scaling in AI models?,"a) Normalize feature ranges, b) Increase variance, c) Cluster data, d) Drop features",a,"Ensures features contribute equally (e.g., via standardization), improving convergence.",
2799,Deep Learning,Intellipaat,What is the exploding gradient problem?,"a) Gradients grow too large, b) Gradients vanish, c) No learning, d) Fast convergence",a,Large gradients cause unstable updates; mitigated by clipping or normalization.,
2800,AI Basics,Intellipaat,What is symbolic AI based on?,"a) Logic and rules, b) Neural networks, c) Random sampling, d) Feature vectors",a,"Uses explicit rules and symbols to represent knowledge, unlike data-driven approaches.",
2801,Machine Learning,Intellipaat,Which is NOT a supervised learning task?,"a) Clustering, b) Classification, c) Regression, d) Anomaly detection",a,Clustering is unsupervised; others use labeled data for prediction or detection.,
2802,Deep Learning,Intellipaat,What is the role of a residual connection in ResNet?,"a) Skip layers to ease training, b) Increase complexity, c) Reduce features, d) Cluster outputs",a,"Allows gradients to flow directly, mitigating vanishing gradient issues in deep networks.",
2803,Reinforcement Learning,Intellipaat,What is Monte Carlo method in RL?,"a) Estimates rewards via sampling, b) Clusters states, c) Reduces dimensions, d) Linear prediction",a,Uses random sampling over episodes to approximate value functions without a model.,
2804,NLP,Intellipaat,What is the purpose of stop word removal in NLP?,"a) Eliminate common words, b) Add noise, c) Cluster text, d) Increase dimensionality",a,"Removes frequent words (e.g., ""the"") that carry little meaning to focus on key terms.",
2805,Machine Learning,Intellipaat,What does a decision boundary represent?,"a) Separates classes in feature space, b) Clusters data, c) Reduces features, d) Predicts rewards",a,Defines the threshold where a model distinguishes between different classes.,
2806,Deep Learning,Intellipaat,What is the advantage of batch normalization?,"a) Stabilizes training, b) Increases variance, c) Drops features, d) Clusters data",a,"Normalizes layer inputs, reducing internal covariate shift and speeding convergence.",
2807,AI Basics,Intellipaat,What is the primary challenge of explainable AI (XAI)?,"a) Interpreting model decisions, b) Faster training, c) More data, d) Clustering efficiency",a,"XAI aims to make complex models (e.g., neural nets) understandable to humans.",
2808,Machine Learning,Intellipaat,What does a ROC-AUC score of 1.0 indicate?,"a) Perfect classification, b) Random guessing, c) Poor performance, d) High variance",a,Area Under Curve = 1 means perfect separation of positive and negative classes.,
2809,Deep Learning,Intellipaat,What is an autoencoder used for in deep learning?,"a) Data compression and reconstruction, b) Classification, c) Clustering only, d) Reward optimization",a,Learns a compressed representation of input data for tasks like denoising or generation.,
2810,Reinforcement Learning,Intellipaat,What is temporal difference (TD) learning?,"a) Updates estimates incrementally, b) Clusters states, c) Reduces features, d) Random sampling",a,"Combines Monte Carlo and dynamic programming, updating values based on immediate feedback.",
2811,NLP,Intellipaat,What does sentiment analysis aim to determine?,"a) Emotional tone of text, b) Word frequency, c) Cluster size, d) Translation accuracy",a,"Identifies positive, negative, or neutral sentiment in text data (e.g., reviews).",
2812,Machine Learning,Intellipaat,What is the purpose of a cost function in optimization?,"a) Minimize prediction error, b) Maximize speed, c) Cluster data, d) Increase variance",a,Guides gradient descent by quantifying the error to minimize during training.,
2813,Deep Learning,Intellipaat,What does a Transformer model rely on instead of recurrence?,"a) Attention mechanisms, b) Convolutional layers, c) Dense layers, d) Clustering",a,"Transformers use attention to process sequences in parallel, unlike RNNs’ sequential approach.",
2814,AI Basics,Intellipaat,Which AI technique is inspired by swarm behavior?,"a) Particle Swarm Optimization, b) Decision Trees, c) SVM, d) Neural Networks",a,"PSO mimics collective behavior (e.g., bird flocks) to optimize solutions.",
2815,Machine Learning,Intellipaat,What does a low precision score indicate?,"a) Many false positives, b) Many false negatives, c) High accuracy, d) Low variance",a,Precision = TP / (TP + FP); low value means many incorrect positive predictions.,
2816,Deep Learning,Intellipaat,What is the purpose of weight initialization in neural networks?,"a) Prevent vanishing gradients, b) Cluster weights, c) Reduce features, d) Increase speed",a,"Proper initialization (e.g., Xavier) ensures gradients flow effectively during training.",
2817,Reinforcement Learning,Intellipaat,What is a value function in RL?,"a) Expected reward for a state, b) Feature importance, c) Loss metric, d) Cluster size",a,Estimates long-term reward for being in a state or taking an action.,
2818,NLP,Intellipaat,What is lemmatization in NLP?,"a) Reducing words to base form, b) Adding noise, c) Clustering text, d) Increasing dimensions",a,"Converts words to their root (e.g., ""running"" to ""run"") for consistent analysis.",
2819,Machine Learning,Intellipaat,What does a high variance model suggest?,"a) Overfitting to training data, b) Underfitting, c) Perfect fit, d) Low bias",a,"High variance means sensitivity to training noise, poor generalization.",
2820,Deep Learning,Intellipaat,What is the role of a decoder in sequence-to-sequence models?,"a) Generates output sequence, b) Clusters data, c) Reduces features, d) Normalizes inputs",a,"Decoder transforms encoded input into the desired output sequence (e.g., translation).",
2821,AI Basics,Intellipaat,What is the primary limitation of rule-based AI systems?,"a) Lack of adaptability, b) Slow processing, c) Too much data, d) High variance",a,Rule-based systems struggle with new scenarios not covered by predefined rules.,
2822,Machine Learning,Intellipaat,Which is NOT a type of gradient descent?,"a) Batch, b) Stochastic, c) Mini-batch, d) Random",d,"Batch, Stochastic, and Mini-batch are gradient descent variants; ""Random"" is not.",
2823,Deep Learning,Intellipaat,What does a gated recurrent unit (GRU) improve over basic RNNs?,"a) Efficiency and gradient flow, b) Image processing, c) Clustering, d) Feature reduction",a,"GRUs simplify RNNs with update/reset gates, improving training speed and stability.",
2824,Reinforcement Learning,Intellipaat,What is off-policy learning in RL?,"a) Learns from different policy’s actions, b) Clusters states, c) Reduces features, d) On-policy only",a,"Uses data from a behavior policy different from the target policy (e.g., Q-learning).",
2825,NLP,Intellipaat,What is the bag-of-words model in NLP?,"a) Counts word occurrences, b) Predicts sequences, c) Clusters text, d) Translates languages",a,"Represents text as a collection of word frequencies, ignoring order or grammar.",
2826,Machine Learning,Intellipaat,What does a confusion matrix NOT provide?,"a) Feature importance, b) True positives, c) False negatives, d) Accuracy",a,"Measures classification performance (TP, FN, etc.), not feature contributions.",
2827,Deep Learning,Intellipaat,What is the advantage of ReLU over sigmoid activation?,"a) Avoids vanishing gradients, b) Increases variance, c) Clusters data, d) Reduces speed",a,"ReLU (max(0, x)) allows positive gradients to pass unchanged, mitigating gradient issues.",
2828,AI Basics,Intellipaat,What is the primary goal of unsupervised learning in AI?,"a) Discover hidden patterns, b) Predict labels, c) Optimize rewards, d) Reduce dimensions",a,"Finds structure in unlabeled data (e.g., clustering) without predefined outputs.",
2829,Machine Learning,Intellipaat,What does a low recall score indicate?,"a) Many false negatives, b) Many false positives, c) High precision, d) Low variance",a,Recall = TP / (TP + FN); low value means missing many actual positives.,
2830,Deep Learning,Intellipaat,What is the purpose of a variational autoencoder (VAE)?,"a) Generate new data samples, b) Classify data, c) Cluster inputs, d) Reduce speed",a,VAEs learn latent distributions to generate data similar to the training set.,
2831,Reinforcement Learning,Intellipaat,What is the role of a discount factor in RL?,"a) Balances short vs. long-term rewards, b) Clusters states, c) Reduces features, d) Increases speed",a,"Weights future rewards (0 < γ < 1), prioritizing immediate vs. delayed gains.",
2832,NLP,Intellipaat,What does part-of-speech (POS) tagging identify?,"a) Grammatical roles of words, b) Word frequency, c) Cluster labels, d) Translation errors",a,"Assigns tags (e.g., noun, verb) to words based on their syntactic function.",
2833,Machine Learning,Intellipaat,What is the purpose of a train-test split?,"a) Evaluate model generalization, b) Cluster data, c) Reduce dimensions, d) Increase variance",a,Separates data to train the model and test its performance on unseen samples.,
2834,Deep Learning,Intellipaat,What is the advantage of using dropout in neural networks?,"a) Reduces overfitting, b) Increases speed, c) Clusters data, d) Enhances feature extraction",a,Randomly drops units during training to prevent co-adaptation and improve robustness.,
2835,AI Basics,Intellipaat,What is the key difference between AI and machine learning?,"a) Broad goal vs. specific method, b) Same concept, c) Hardware vs. software, d) Data vs. no data",a,AI is the overarching field; ML is a subset focused on learning from data.,
2836,Machine Learning,Intellipaat,What does a high F1 score indicate?,"a) Balanced precision and recall, b) Poor performance, c) High variance, d) Low bias",a,F1 = 2 * (precision * recall) / (precision + recall); high value shows good trade-off.,
2837,Deep Learning,Intellipaat,What is the purpose of a self-attention mechanism?,a) Weighs,,,
2838,Artificial Intelligence,Intellipaat,What is the primary purpose of AI model interpretability?,"a) Understand decision-making, b) Increase speed, c) Cluster data, d) Reduce dimensions",a,"Interpretability explains how AI models arrive at predictions, crucial for trust and debugging.",
2839,Artificial Intelligence,Intellipaat,What is the key difference between supervised and reinforcement learning?,"a) Labeled data vs. reward signals, b) Speed vs. accuracy, c) Data vs. no data, d) Clustering vs. prediction",a,Supervised uses labeled inputs; RL learns from rewards through interaction.,
2840,Artificial Intelligence,Intellipaat,What does a perceptron represent in AI?,"a) Basic neural network unit, b) Clustering algorithm, c) Feature selector, d) Reward optimizer",a,"A perceptron is a single-layer neuron, foundational to neural networks, for binary classification.",
2841,Artificial Intelligence,Intellipaat,What is the purpose of an activation threshold in neural networks?,"a) Controls neuron firing, b) Reduces variance, c) Clusters data, d) Increases speed",a,"Determines if a neuron activates based on input sum, introducing non-linearity.",
2842,Artificial Intelligence,Intellipaat,What is the main advantage of ensemble methods in AI?,"a) Improved accuracy and robustness, b) Faster training, c) Less data, d) Simpler models",a,"Combines multiple models to reduce errors and enhance generalization (e.g., boosting).",
2843,Artificial Intelligence,Intellipaat,What does overfitting prevention aim to achieve in AI?,"a) Better generalization, b) Faster convergence, c) More complexity, d) Data clustering",a,"Prevents the model from memorizing training data, ensuring it performs well on new data.",
2844,Artificial Intelligence,Intellipaat,What is the role of a heuristic function in AI search algorithms?,"a) Estimates cost to goal, b) Clusters states, c) Reduces features, d) Predicts rewards",a,"Guides search (e.g., A*) by approximating the remaining distance to the solution.",
2845,Artificial Intelligence,Intellipaat,What is the primary limitation of shallow neural networks?,"a) Limited pattern complexity, b) Slow training, c) Too much data, d) High variance",a,"Shallow networks struggle with complex, hierarchical patterns unlike deep networks.",
2846,Artificial Intelligence,Intellipaat,What does a cost-sensitive learning approach prioritize?,"a) Minimize specific error costs, b) Maximize speed, c) Cluster data, d) Reduce dimensions",a,"Weights errors differently (e.g., false negatives in medical diagnosis) based on impact.",
2847,Artificial Intelligence,Intellipaat,What is the purpose of a reward shaping technique in AI?,"a) Guide RL with intermediate rewards, b) Cluster states, c) Reduce features, d) Increase variance",a,Adds auxiliary rewards to simplify learning in sparse-reward environments.,
2848,Artificial Intelligence,Intellipaat,What is the advantage of using a Bayesian network in AI?,"a) Models uncertainty with probabilities, b) Faster training, c) Clusters data, d) Reduces speed",a,"Represents probabilistic relationships, useful for reasoning under uncertainty.",
2849,Artificial Intelligence,Intellipaat,What does a generative model aim to achieve in AI?,"a) Simulate data distribution, b) Classify data, c) Reduce dimensions, d) Optimize hardware",a,"Learns to generate new samples resembling the training data (e.g., VAEs, GANs).",
2850,Artificial Intelligence,Intellipaat,What is the purpose of a knowledge graph in AI?,"a) Structure relational data, b) Predict sequences, c) Cluster inputs, d) Reduce features",a,"Organizes entities and relationships (e.g., ""Paris is in France"") for reasoning tasks.",
2851,Artificial Intelligence,Intellipaat,What is the key benefit of transfer learning in AI?,"a) Leverages prior knowledge, b) Increases variance, c) Clusters data, d) Slows training",a,Uses pre-trained models to adapt to new tasks with less data and time.,
2852,Artificial Intelligence,Intellipaat,What does a high-dimensional feature space imply in AI?,"a) Curse of dimensionality, b) Faster training, c) Low variance, d) Simple models",a,"Too many features can sparse data, complicating learning and requiring more samples.",
2853,Artificial Intelligence,Intellipaat,What is the role of an optimizer in AI model training?,"a) Minimizes loss function, b) Clusters data, c) Reduces features, d) Increases accuracy",a,"Adjusts model parameters (e.g., weights) to reduce prediction error (e.g., SGD, Adam).",
2854,Artificial Intelligence,Intellipaat,What is the primary focus of anomaly detection in AI?,"a) Identify rare events, b) Predict sequences, c) Cluster data, d) Optimize rewards",a,"Detects outliers or unusual patterns (e.g., fraud detection) in data.",
2855,Artificial Intelligence,Intellipaat,What does a Markov property assume in AI processes?,"a) Future depends only on present, b) Full history matters, c) Random states, d) Clustered data",a,Simplifies modeling by assuming the next state relies only on the current state.,
2856,Artificial Intelligence,Intellipaat,What is the advantage of using a decision tree in AI?,"a) Interpretable rules, b) High speed only, c) Clusters data, d) Reduces features",a,"Provides clear, human-readable decision paths for classification or regression.",
2857,Artificial Intelligence,Intellipaat,What is the purpose of a replay memory in AI?,"a) Store past experiences for RL, b) Cluster states, c) Reduce dimensions, d) Predict labels",a,"Holds state-action-reward tuples for sampling, stabilizing reinforcement learning.",
2858,Artificial Intelligence,Intellipaat,What does a high learning rate risk in AI training?,"a) Overshooting optimal solution, b) Slow convergence, c) Low variance, d) Clustering failure",a,"Large steps may miss the loss minimum, causing instability or divergence.",
2859,Artificial Intelligence,Intellipaat,What is the key challenge of unsupervised learning in AI?,"a) No labeled data, b) Too much data, c) Slow training, d) High bias",a,"Lacks ground truth, requiring the model to infer patterns independently.",
2860,Artificial Intelligence,Intellipaat,What does a discriminative model focus on in AI?,"a) Class boundaries, b) Data generation, c) Feature reduction, d) Clustering",a,"Predicts labels by modeling decision boundaries (e.g., logistic regression).",
2861,Artificial Intelligence,Intellipaat,What is the purpose of a hyperparameter in AI models?,"a) Controls model structure/learning, b) Predicts outputs, c) Clusters data, d) Reduces variance",a,"Settings like learning rate or tree depth, tuned before training, not learned from data.",
2862,Artificial Intelligence,Intellipaat,What is the advantage of using a fuzzy logic system in AI?,"a) Handles uncertainty and imprecision, b) Faster training, c) Clusters data, d) Reduces features",a,"Allows partial truths (e.g., 0.7 true), useful in control systems or decision-making.",
